Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,5' UTR start,5' UTR end,3' UTR start,3' UTR end,CDS Length,Gene start (bp),Gene end (bp),Chromosome/scaffold name,Transcript start (bp),Transcript end (bp),Gene type,Strand
ENSG00000288206,ENSG00000288206.1,ENST00000639440,ENST00000639440.1,,,,,912,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54964264,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000673237,ENST00000673237.1,,,,,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000673237,ENST00000673237.1,,,,,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000673237,ENST00000673237.1,,,,,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000673237,ENST00000673237.1,,,,,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000673237,ENST00000673237.1,,,,,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000673237,ENST00000673237.1,,,,,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000673237,ENST00000673237.1,,,54947527,54947529,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000639951,ENST00000639951.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000639951,ENST00000639951.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000639951,ENST00000639951.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000639951,ENST00000639951.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000639951,ENST00000639951.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000639951,ENST00000639951.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000639951,ENST00000639951.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000639951,ENST00000639951.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644792,ENST00000644792.1,,,,,912,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54964264,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644792,ENST00000644792.1,,,,,912,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54964264,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644792,ENST00000644792.1,,,,,912,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54964264,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644792,ENST00000644792.1,,,,,912,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54964264,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644792,ENST00000644792.1,,,,,912,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54964264,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644792,ENST00000644792.1,,,,,912,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54964264,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644792,ENST00000644792.1,,,,,912,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54964264,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644792,ENST00000644792.1,,,,,912,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54964264,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000672626,ENST00000672626.1,,,,,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000672626,ENST00000672626.1,,,,,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000672626,ENST00000672626.1,,,,,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000672626,ENST00000672626.1,,,,,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000672626,ENST00000672626.1,,,,,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000672626,ENST00000672626.1,,,,,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000672626,ENST00000672626.1,,,54947527,54947529,831,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947529,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644062,ENST00000644062.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644062,ENST00000644062.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644062,ENST00000644062.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644062,ENST00000644062.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644062,ENST00000644062.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644062,ENST00000644062.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644062,ENST00000644062.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000288206,ENSG00000288206.1,ENST00000644062,ENST00000644062.1,,,,,1125,54938533,54964264,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54938533,54947526,protein_coding,1
ENSG00000283373,ENSG00000283373.4,ENST00000637440,ENST00000637440.3,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000637440,ENST00000637440.3,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000637440,ENST00000637440.3,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000637440,ENST00000637440.3,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000637440,ENST00000637440.3,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000637440,ENST00000637440.3,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000637440,ENST00000637440.3,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000637440,ENST00000637440.3,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000637440,ENST00000637440.3,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000637440,ENST00000637440.3,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000643363,ENST00000643363.2,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000643363,ENST00000643363.2,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000643363,ENST00000643363.2,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000643363,ENST00000643363.2,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000643363,ENST00000643363.2,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000643363,ENST00000643363.2,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000643363,ENST00000643363.2,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000643363,ENST00000643363.2,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000643363,ENST00000643363.2,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000283373,ENSG00000283373.4,ENST00000643363,ENST00000643363.2,,,,,1338,42153945,42158119,CHR_HSCHR22_8_CTG1,42153945,42158119,protein_coding,-1
ENSG00000284120,ENSG00000284120.3,ENST00000671895,ENST00000671895.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000671895,ENST00000671895.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000671895,ENST00000671895.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000671895,ENST00000671895.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000671895,ENST00000671895.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000671895,ENST00000671895.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000671895,ENST00000671895.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000671895,ENST00000671895.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000671895,ENST00000671895.1,,,54980725,54980727,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000639232,ENST00000639232.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000639232,ENST00000639232.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000639232,ENST00000639232.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000639232,ENST00000639232.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000639232,ENST00000639232.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000639232,ENST00000639232.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000639232,ENST00000639232.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000639232,ENST00000639232.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000638541,ENST00000638541.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000638541,ENST00000638541.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000638541,ENST00000638541.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000638541,ENST00000638541.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000638541,ENST00000638541.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000638541,ENST00000638541.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000638541,ENST00000638541.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672210,ENST00000672210.1,,,,,702,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54973379,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672210,ENST00000672210.1,,,,,702,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54973379,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672210,ENST00000672210.1,,,,,702,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54973379,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672210,ENST00000672210.1,,,,,702,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54973379,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672210,ENST00000672210.1,,,,,702,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54973379,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672278,ENST00000672278.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672278,ENST00000672278.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672278,ENST00000672278.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672278,ENST00000672278.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672278,ENST00000672278.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672278,ENST00000672278.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672278,ENST00000672278.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672278,ENST00000672278.1,,,,,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672278,ENST00000672278.1,,,54980725,54980727,990,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980727,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643062,ENST00000643062.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643062,ENST00000643062.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643062,ENST00000643062.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643062,ENST00000643062.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643062,ENST00000643062.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643062,ENST00000643062.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643062,ENST00000643062.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643062,ENST00000643062.1,,,,,912,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643705,ENST00000643705.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643705,ENST00000643705.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643705,ENST00000643705.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643705,ENST00000643705.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643705,ENST00000643705.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643705,ENST00000643705.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000643705,ENST00000643705.1,,,,,612,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54980724,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672260,ENST00000672260.1,,,,,702,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54973379,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672260,ENST00000672260.1,,,,,702,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54973379,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672260,ENST00000672260.1,,,,,702,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54973379,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672260,ENST00000672260.1,,,,,702,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54973379,protein_coding,1
ENSG00000284120,ENSG00000284120.3,ENST00000672260,ENST00000672260.1,,,,,702,54966899,54980727,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54966899,54973379,protein_coding,1
ENSG00000284101,ENSG00000284101.2,ENST00000672518,ENST00000672518.1,,,,,354,54983256,54988720,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54983256,54985080,protein_coding,1
ENSG00000284101,ENSG00000284101.2,ENST00000672518,ENST00000672518.1,,,,,354,54983256,54988720,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54983256,54985080,protein_coding,1
ENSG00000284101,ENSG00000284101.2,ENST00000672518,ENST00000672518.1,,,,,354,54983256,54988720,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54983256,54985080,protein_coding,1
ENSG00000284101,ENSG00000284101.2,ENST00000673301,ENST00000673301.1,,,,,354,54983256,54988720,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54983256,54985080,protein_coding,1
ENSG00000284101,ENSG00000284101.2,ENST00000673301,ENST00000673301.1,,,,,354,54983256,54988720,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54983256,54985080,protein_coding,1
ENSG00000284101,ENSG00000284101.2,ENST00000673301,ENST00000673301.1,,,,,354,54983256,54988720,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54983256,54985080,protein_coding,1
ENSG00000284101,ENSG00000284101.2,ENST00000640014,ENST00000640014.2,,,,,882,54983256,54988720,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54984796,54988720,protein_coding,1
ENSG00000284101,ENSG00000284101.2,ENST00000640014,ENST00000640014.2,,,,,882,54983256,54988720,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54984796,54988720,protein_coding,1
ENSG00000284101,ENSG00000284101.2,ENST00000640014,ENST00000640014.2,,,,,882,54983256,54988720,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54984796,54988720,protein_coding,1
ENSG00000284101,ENSG00000284101.2,ENST00000640471,ENST00000640471.2,,,,,882,54983256,54988720,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54984796,54988720,protein_coding,1
ENSG00000284101,ENSG00000284101.2,ENST00000640471,ENST00000640471.2,,,,,882,54983256,54988720,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54984796,54988720,protein_coding,1
ENSG00000284101,ENSG00000284101.2,ENST00000640471,ENST00000640471.2,,,,,882,54983256,54988720,CHR_HSCHR19KIR_CA01-TB04_CTG3_1,54984796,54988720,protein_coding,1
ENSG00000283243,ENSG00000283243.3,ENST00000635818,ENST00000635818.2,50721436,50721437,,,1188,50721436,50733232,CHR_HG1311_PATCH,50721436,50733232,protein_coding,1
ENSG00000283243,ENSG00000283243.3,ENST00000635818,ENST00000635818.2,,,50733216,50733232,1188,50721436,50733232,CHR_HG1311_PATCH,50721436,50733232,protein_coding,1
ENSG00000283243,ENSG00000283243.3,ENST00000645837,ENST00000645837.2,50721436,50721437,,,1188,50721436,50733232,CHR_HG1311_PATCH,50721436,50733232,protein_coding,1
ENSG00000283243,ENSG00000283243.3,ENST00000645837,ENST00000645837.2,,,50733216,50733232,1188,50721436,50733232,CHR_HG1311_PATCH,50721436,50733232,protein_coding,1
ENSG00000284555,ENSG00000284555.3,ENST00000640205,ENST00000640205.2,,,,,597,54758122,54760232,CHR_HSCHR19KIR_HG2396_CTG3_1,54758122,54760232,protein_coding,1
ENSG00000284555,ENSG00000284555.3,ENST00000640205,ENST00000640205.2,,,,,597,54758122,54760232,CHR_HSCHR19KIR_HG2396_CTG3_1,54758122,54760232,protein_coding,1
ENSG00000284555,ENSG00000284555.3,ENST00000645014,ENST00000645014.2,,,,,597,54758122,54760232,CHR_HSCHR19KIR_HG2396_CTG3_1,54758122,54760232,protein_coding,1
ENSG00000284555,ENSG00000284555.3,ENST00000645014,ENST00000645014.2,,,,,597,54758122,54760232,CHR_HSCHR19KIR_HG2396_CTG3_1,54758122,54760232,protein_coding,1
ENSG00000283852,ENSG00000283852.4,ENST00000640915,ENST00000640915.4,,,,,723,107580906,107618493,CHR_HG2266_PATCH,107580906,107618493,protein_coding,1
ENSG00000283852,ENSG00000283852.4,ENST00000640915,ENST00000640915.4,,,,,723,107580906,107618493,CHR_HG2266_PATCH,107580906,107618493,protein_coding,1
ENSG00000283852,ENSG00000283852.4,ENST00000640915,ENST00000640915.4,,,,,723,107580906,107618493,CHR_HG2266_PATCH,107580906,107618493,protein_coding,1
ENSG00000283852,ENSG00000283852.4,ENST00000640915,ENST00000640915.4,,,,,723,107580906,107618493,CHR_HG2266_PATCH,107580906,107618493,protein_coding,1
ENSG00000283852,ENSG00000283852.4,ENST00000640915,ENST00000640915.4,,,,,723,107580906,107618493,CHR_HG2266_PATCH,107580906,107618493,protein_coding,1
ENSG00000283852,ENSG00000283852.4,ENST00000640915,ENST00000640915.4,,,,,723,107580906,107618493,CHR_HG2266_PATCH,107580906,107618493,protein_coding,1
ENSG00000283852,ENSG00000283852.4,ENST00000640915,ENST00000640915.4,,,,,723,107580906,107618493,CHR_HG2266_PATCH,107580906,107618493,protein_coding,1
ENSG00000283852,ENSG00000283852.4,ENST00000640518,ENST00000640518.4,,,,,723,107580906,107618493,CHR_HG2266_PATCH,107580906,107618493,protein_coding,1
ENSG00000283852,ENSG00000283852.4,ENST00000640518,ENST00000640518.4,,,,,723,107580906,107618493,CHR_HG2266_PATCH,107580906,107618493,protein_coding,1
